status » timestamp,status » error_code,status » error_message,status » elapsed,status » credit_count,status » notice,status » total_count,data » id,data » name,data » symbol,data » slug,data » num_market_pairs,data » date_added,data » tags » 1,data » tags » 2,data » tags » 3,data » tags » 4,data » tags » 5,data » tags » 6,data » tags » 7,data » tags » 8,data » tags » 9,data » tags » 10,data » tags » 11,data » tags » 12,data » tags » 13,data » tags » 14,data » tags » 15,data » tags » 16,data » tags » 17,data » tags » 18,data » tags » 19,data » tags » 20,data » tags » 21,data » tags » 22,data » tags » 23,data » tags » 24,data » tags » 25,data » tags » 26,data » tags » 27,data » tags » 28,data » tags » 29,data » max_supply,data » circulating_supply,data » total_supply,data » platform,data » platform » id,data » platform » name,data » platform » symbol,data » platform » slug,data » platform » token_address,data » cmc_rank,data » last_updated,data » quote » USD » price,data » quote » USD » volume_24h,data » quote » USD » percent_change_1h,data » quote » USD » percent_change_24h,data » quote » USD » percent_change_7d,data » quote » USD » percent_change_30d,data » quote » USD » percent_change_60d,data » quote » USD » percent_change_90d,data » quote » USD » market_cap,data » quote » USD » last_updated
,,,,,,,4157,THORChain,RUNE,thorchain,30,2019-07-23T00:00:00.000Z,cosmos-ecosystem,decentralized-exchange,defi,multicoin-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,240896842.5,500000000,,1839,Binance Chain,BNB,binance-coin,RUNE-B1A,47,2021-05-22T04:20:02.000Z,9.749622992,282215339.9,-3.57841984,-27.8931439,-48.9394847,-25.76852121,86.33431716,96.01938858,2348653395,2021-05-22T04:20:02.000Z
,,,,,,,5692,Compound,COMP,compound,190,2020-06-16T00:00:00.000Z,defi,dao,yield-farming,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,lending-borowing,dragonfly-capital-portfolio,alameda-research-portfolio,a16z-portfolio,pantera-capital-portfolio,paradigm-xzy-screener,,,,,,,,,,,,,,,,,,10000000,5179855.048,10000000,,1027,Ethereum,ETH,ethereum,0xc00e94cb662c3520282e6f5717214004a7f26888,48,2021-05-22T04:20:08.000Z,407.0969944,437942080.9,-4.50249708,-27.8217952,-46.84425735,-22.89975567,5.37775098,-10.40609736,2108703421,2021-05-22T04:20:08.000Z
,,,,,,,7129,TerraUSD,UST,terrausd,63,2020-09-21T00:00:00.000Z,stablecoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2103817746,2103817746,,,,,,,49,2021-05-22T04:19:12.000Z,0.9862167303,141550136.8,0.33496436,-0.43864414,-1.45369833,-1.28303028,-1.6516008,-1.39162456,2074820259,2021-05-22T04:19:12.000Z
,,,,,,,4023,Bitcoin BEP2,BTCB,bitcoin-bep2,46,2019-06-18T00:00:00.000Z,stablecoin,stablecoin-asset-backed,binance-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,54598.02264,59501,,1839,Binance Chain,BNB,binance-coin,BTCB-1DE,50,2021-05-22T04:19:10.000Z,36908.58683,170597099.5,0.85943864,-9.16215874,-25.70231436,-31.46430578,-32.70745121,-34.51740523,2015135859,2021-05-22T04:19:10.000Z
,,,,,,,1274,Waves,WAVES,waves,153,2016-06-02T00:00:00.000Z,lpos,platform,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,105166102,105166102,,,,,,,51,2021-05-22T04:20:05.000Z,18.67484189,220072588.2,-0.48251917,-21.07864479,-42.2616729,32.93835292,75.72980126,46.7433175,1963960327,2021-05-22T04:20:05.000Z
,,,,,,,4642,Hedera Hashgraph,HBAR,hedera-hashgraph,47,2019-09-17T00:00:00.000Z,dag,marketplace,enterprise-solutions,payments,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,50000000000,8262800041,50000000000,,,,,,,52,2021-05-22T04:20:07.000Z,0.2260603659,394662779.9,-0.29127135,-21.4284123,-29.18406193,-21.26620186,-29.97856293,53.17184137,1867891601,2021-05-22T04:20:07.000Z
,,,,,,,2586,Synthetix,SNX,synthetix-network-token,179,2018-03-14T00:00:00.000Z,services,decentralized-exchange,defi,derivatives,dao,yield-farming,three-arrows-capital-portfolio,governance,synthetics,defiance-capital,framework-ventures,alameda-research-portfolio,parafi-capital,,,,,,,,,,,,,,,,,212424133,114841533,215258834.2,,1027,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,53,2021-05-22T04:20:07.000Z,16.01558265,550874137.3,-0.77516807,-0.15341628,-28.43865302,0.16272797,-11.39780947,-31.18034823,1839254064,2021-05-22T04:20:07.000Z
,,,,,,,131,Dash,DASH,dash,360,2014-02-14T00:00:00.000Z,mineable,hybrid-pow-pos,x11,medium-of-exchange,privacy,masternodes,dao,,,,,,,,,,,,,,,,,,,,,,,18900000,10141651.08,10141651.08,,,,,,,54,2021-05-22T04:20:03.000Z,181.12656,1143718267,-0.61247074,-19.64432725,-50.85259422,-39.69015005,-13.19210883,-38.46289764,1836922374,2021-05-22T04:20:03.000Z
,,,,,,,873,NEM,XEM,nem,104,2015-04-01T00:00:00.000Z,poi,medium-of-exchange,payments,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,8999999999,8999999999,8999999999,,,,,,,55,2021-05-22T04:19:11.000Z,0.2020498145,165457866.5,-0.71886253,-13.8539944,-36.26968457,-42.44129746,-46.01382166,-60.77574162,1818448330,2021-05-22T04:19:11.000Z
,,,,,,,1437,Zcash,ZEC,zcash,262,2016-10-29T00:00:00.000Z,mineable,pow,equihash,medium-of-exchange,privacy,zero-knowledge-proofs,binance-chain,boostvc-portfolio,dcg-portfolio,electric-capital-portfolio,fenbushi-capital-portfolio,hashkey-capital-portfolio,winklevoss-capital,placeholder-ventures-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,21000000,11822143.75,11822143.75,,,,,,,56,2021-05-22T04:20:06.000Z,150.2029848,1050885855,-1.10025881,-16.85031175,-51.00690622,-37.39711081,6.37954832,-8.4931643,1775721278,2021-05-22T04:20:06.000Z
,,,,,,,1168,Decred,DCR,decred,57,2016-02-10T00:00:00.000Z,mineable,hybrid-pow-pos,blake256,medium-of-exchange,store-of-value,privacy,dao,placeholder-ventures-portfolio,,,,,,,,,,,,,,,,,,,,,,21000000,12949107.66,12949107.66,,,,,,,58,2021-05-22T04:20:04.000Z,126.214488,62885177.99,-0.59301165,-12.75439665,-36.57017777,-38.89778688,-18.50786638,-16.13991754,1634364994,2021-05-22T04:20:04.000Z
,,,,,,,6892,Elrond,EGLD,elrond-egld,40,2020-09-04T00:00:00.000Z,binance-launchpad,binance-labs-portfolio,electric-capital-portfolio,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,31415926,17494831.55,21745903,,,,,,,57,2021-05-22T04:19:10.000Z,92.94460076,150979903.3,-0.43378427,-17.35632461,-43.63187995,-48.21901017,-31.4067911,-33.50343585,1626050134,2021-05-22T04:19:10.000Z
,,,,,,,4066,Chiliz,CHZ,chiliz,117,2019-07-01T00:00:00.000Z,sports,collectibles-nfts,content-creation,payments,,,,,,,,,,,,,,,,,,,,,,,,,,8888888888,5799955194,8888888888,,1027,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,59,2021-05-22T04:19:12.000Z,0.2677130709,383574882.1,-2.4635857,-16.94437828,-38.74099163,-47.8865758,-48.0905415,408.2130936,1552723816,2021-05-22T04:19:12.000Z
,,,,,,,2700,Celsius,CEL,celsius,29,2018-05-18T00:00:00.000Z,exnetwork-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695658160,238863519.8,695658160,,1027,Ethereum,ETH,ethereum,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,61,2021-05-22T04:20:06.000Z,6.311004333,43770057.78,-1.1375976,-8.19168906,-13.22744717,0.33348445,25.77456797,13.98913222,1507468709,2021-05-22T04:20:06.000Z
,,,,,,,5864,yearn.finance,YFI,yearn-finance,251,2020-07-18T00:00:00.000Z,defi,yield-farming,yield-aggregator,yearn-partnerships,three-arrows-capital-portfolio,polychain-capital-portfolio,governance,blockchain-capital-portfolio,framework-ventures,alameda-research-portfolio,parafi-capital,,,,,,,,,,,,,,,,,,,36666,36635.0321,36666,,1027,Ethereum,ETH,ethereum,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,60,2021-05-22T04:19:10.000Z,41224.48523,798970871,-0.44416888,-20.21455621,-45.0490967,-10.80434313,21.35224611,-3.39449867,1510260340,2021-05-22T04:19:10.000Z
,,,,,,,2394,Telcoin,TEL,telcoin,16,2018-01-14T00:00:00.000Z,medium-of-exchange,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,51884110195,100000000000,,1027,Ethereum,ETH,ethereum,0x467bccd9d29f223bce8043b84e8c8b282827790f,62,2021-05-22T04:20:05.000Z,0.02833610418,92616196.39,-0.54921573,-24.41931519,-35.32471467,299.0261653,268.2355168,723.1330802,1470193552,2021-05-22T04:20:05.000Z
,,,,,,,3330,Paxos Standard,PAX,paxos-standard,171,2018-09-27T00:00:00.000Z,store-of-value,stablecoin,stablecoin-asset-backed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413545254,1413545254,,1027,Ethereum,ETH,ethereum,0x8e870d67f660d95d5be530380d0ec0bd388289e1,63,2021-05-22T04:20:04.000Z,1.000173392,115961530.8,0.06141042,0.01930099,0.06955349,0.02133052,-0.07890126,0.12501597,1413790352,2021-05-22T04:20:04.000Z
,,,,,,,2135,Revain,REV,revain,25,2017-11-01T00:00:00.000Z,platform,reputation,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,85061485690,85061485690,,1027,Ethereum,ETH,ethereum,0x2ef52Ed7De8c5ce03a4eF0efbe9B7450F2D7Edc9,65,2021-05-22T04:20:03.000Z,0.01622493368,3600090.257,0.11124483,-11.43279229,-34.69964575,25.46922101,31.04697242,33.90090649,1380116964,2021-05-22T04:20:03.000Z
,,,,,,,6758,SushiSwap,SUSHI,sushiswap,192,2020-08-28T00:00:00.000Z,decentralized-exchange,defi,dao,yield-farming,amm,yearn-partnerships,governance,blockchain-capital-portfolio,defiance-capital,alameda-research-portfolio,pantera-capital-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,,250000000,127244443,220875859.9,,1027,Ethereum,ETH,ethereum,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,64,2021-05-22T04:20:08.000Z,10.81556417,1203748956,-3.28953619,-29.58035337,-41.07021971,-13.96237205,-38.15126693,-40.6526998,1376220438,2021-05-22T04:20:08.000Z
,,,,,,,3822,Theta Fuel,TFUEL,theta-fuel,17,2019-03-28T00:00:00.000Z,media,content-creation,payments,,,,,,,,,,,,,,,,,,,,,,,,,,,,5301214400,5301214400,,,,,,,66,2021-05-22T04:19:10.000Z,0.2479429273,36423785.6,-2.43001547,-14.43843748,-25.23053116,-11.15736582,-38.38922839,172.9820679,1314398617,2021-05-22T04:19:10.000Z
,,,,,,,6535,NEAR Protocol,NEAR,near-protocol,35,2020-08-11T00:00:00.000Z,platform,staking,coinbase-ventures-portfolio,coinfund-portfolio,electric-capital-portfolio,fabric-ventures-portfolio,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,1000000000,382749408,1000000000,,,,,,,67,2021-05-22T04:20:05.000Z,3.271137255,135726594.6,-0.23319775,-21.20763723,-51.93094299,-32.30425424,-40.55198618,-18.98417881,1252025848,2021-05-22T04:20:05.000Z
,,,,,,,2682,Holo,HOT,holo,84,2018-04-29T00:00:00.000Z,platform,distributed-computing,filesharing,storage,,,,,,,,,,,,,,,,,,,,,,,,,,,172673864848,177619433541,,1027,Ethereum,ETH,ethereum,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,68,2021-05-22T04:20:08.000Z,0.007229863846,190767779.5,0.08837369,-17.40023558,-38.12246651,-52.40951204,-3.20052281,194.6312538,1248408533,2021-05-22T04:20:08.000Z
,,,,,,,1966,Decentraland,MANA,decentraland,150,2017-09-17T00:00:00.000Z,platform,collectibles-nfts,gaming,payments,metaverse,boostvc-portfolio,dcg-portfolio,fabric-ventures-portfolio,kinetic-capital,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,,1580481321,2194370727,,1027,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,70,2021-05-22T04:19:08.000Z,0.7774013265,202186505,-0.30176537,-18.78585076,-39.24459413,-40.79230339,-14.75337378,152.1135875,1228668276,2021-05-22T04:19:08.000Z
,,,,,,,2469,Zilliqa,ZIL,zilliqa,107,2018-01-25T00:00:00.000Z,mineable,platform,payments,smart-contracts,polychain-capital-portfolio,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,21000000000,11299084168,14590551321,,,,,,,69,2021-05-22T04:20:06.000Z,0.1085772169,198372918.3,1.3460461,-21.90496488,-45.39512162,-37.7167082,-34.47742306,-20.88501661,1226823113,2021-05-22T04:20:06.000Z
,,,,,,,4847,Stacks,STX,stacks,22,2019-10-28T00:00:00.000Z,arrington-xrp-capital,blockchain-capital-portfolio,dcg-portfolio,fabric-ventures-portfolio,hashkey-capital-portfolio,huobi-capital,usv-portfolio,,,,,,,,,,,,,,,,,,,,,,,1818000000,1120481725,1352464600,,,,,,,71,2021-05-22T04:19:09.000Z,1.007948001,25787721.95,-2.33334533,-13.12204176,-39.16158996,-54.69627134,-24.96841135,29.5318993,1129387315,2021-05-22T04:19:09.000Z
,,,,,,,2563,TrueUSD,TUSD,trueusd,240,2018-03-06T00:00:00.000Z,store-of-value,stablecoin,stablecoin-asset-backed,avalanche-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,,1125523285,1125523285,,1839,Binance Chain,BNB,binance-coin,TUSDB-888,72,2021-05-22T04:20:06.000Z,1.000052528,250933901.2,0.02077109,0.00408222,0.09732955,0.03090347,-0.24424268,0.02209164,1125582407,2021-05-22T04:20:06.000Z
,,,,,,,1698,Horizen,ZEN,horizen,58,2017-06-01T00:00:00.000Z,mineable,medium-of-exchange,content-creation,privacy,masternodes,dcg-portfolio,,,,,,,,,,,,,,,,,,,,,,,,21000000,11107143.75,11107143.75,,,,,,,73,2021-05-22T04:20:06.000Z,97.15188995,283086657.8,0.02659189,6.13934168,-32.91557872,-12.67985486,80.8051507,30.47965971,1079080007,2021-05-22T04:20:06.000Z
,,,,,,,109,DigiByte,DGB,digibyte,100,2014-02-06T00:00:00.000Z,mineable,pow,multiple-algorithms,medium-of-exchange,collectibles-nfts,iot,payments,,,,,,,,,,,,,,,,,,,,,,,21000000000,14330156748,14330156748,,,,,,,74,2021-05-22T04:20:03.000Z,0.07498280016,88229332.02,-1.73435537,-16.14040875,-36.05905884,-53.12400186,9.68389098,-5.27673383,1074515280,2021-05-22T04:20:03.000Z
,,,,,,,1697,Basic Attention Token,BAT,basic-attention-token,268,2017-06-01T00:00:00.000Z,marketing,content-creation,defi,payments,dcg-portfolio,1confirmation-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,1500000000,1495931132,1500000000,,1027,Ethereum,ETH,ethereum,0x0d8775f648430679a709e98d2b0cb6250d2887ef,75,2021-05-22T04:20:07.000Z,0.7158792192,359259431.9,-0.85528925,-20.29216579,-40.80162594,-41.41349472,-34.63505361,22.99159812,1070906011,2021-05-22T04:20:07.000Z
,,,,,,,5665,Helium,HNT,helium,13,2020-06-05T00:00:00.000Z,mineable,enterprise-solutions,distributed-computing,iot,usv-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,223000000,83662959.01,223000000,,,,,,,76,2021-05-22T04:20:05.000Z,12.73173652,41333633.77,0.25058065,-13.93463537,-18.20253448,2.34015633,42.45659974,208.3606753,1065174751,2021-05-22T04:20:05.000Z
,,,,,,,2694,Nexo,NEXO,nexo,42,2018-05-01T00:00:00.000Z,services,payments,arrington-xrp-capital,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,560000011,1000000000,,1839,Binance Chain,BNB,binance-coin,NEXO-A84,77,2021-05-22T04:20:08.000Z,1.887179346,21048910.3,-3.20784274,-23.32932659,-51.15199664,-47.82649273,-23.86568652,-21.6015147,1056820454,2021-05-22T04:20:08.000Z
,,,,,,,4779,HUSD,HUSD,husd,81,2019-10-15T00:00:00.000Z,pow,medium-of-exchange,stablecoin,stablecoin-asset-backed,,,,,,,,,,,,,,,,,,,,,,,,,,,1044165775,1044165775,,1027,Ethereum,ETH,ethereum,0xdf574c24545e5ffecb9a659c229253d4111d87e1,79,2021-05-22T04:20:07.000Z,1.000162627,421360803.4,0.00232207,-0.0117035,0.0592111,-0.01499268,-0.21739087,0.02505181,1044335585,2021-05-22T04:20:07.000Z
,,,,,,,2083,Bitcoin Gold,BTG,bitcoin-gold,69,2017-10-23T00:00:00.000Z,mineable,medium-of-exchange,payments,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,17513923.59,17513923.59,,,,,,,78,2021-05-22T04:20:02.000Z,59.37329015,94080226.92,0.82129311,-16.16540964,-44.11863004,-30.83484311,50.94419842,114.0998834,1039859267,2021-05-22T04:20:02.000Z
,,,,,,,6719,The Graph,GRT,the-graph,117,2020-12-17T00:00:00.000Z,ai-big-data,enterprise-solutions,defi,binance-smart-chain,coinbase-ventures-portfolio,solana-ecosystem,analytics,coinfund-portfolio,dcg-portfolio,fabric-ventures-portfolio,framework-ventures,ledgerprime-portfolio,multicoin-capital-portfolio,parafi-capital,polygon-ecosystem,,,,,,,,,,,,,,,10057044431,1245666867,10000000000,,1027,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,80,2021-05-22T04:20:05.000Z,0.8273178658,227056374.6,1.23835484,-8.37243931,-41.87178042,-45.18490856,-46.8128386,-63.70957198,1030562454,2021-05-22T04:20:05.000Z
,,,,,,,2566,Ontology,ONT,ontology,138,2018-03-08T00:00:00.000Z,enterprise-solutions,identity,binance-smart-chain,polkadot-ecosystem,huobi-capital,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,859613544,1000000000,,,,,,,81,2021-05-22T04:20:07.000Z,1.180978282,759588202,-0.30370511,-22.0878444,-44.86292561,-36.90296032,-4.54139358,-20.71202718,1015184926,2021-05-22T04:20:07.000Z
,,,,,,,2130,Enjin Coin,ENJ,enjin-coin,159,2017-11-01T00:00:00.000Z,media,collectibles-nfts,gaming,ethereum,metaverse,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,834313756.7,1000000000,,1027,Ethereum,ETH,ethereum,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,82,2021-05-22T04:20:03.000Z,1.211153588,228188732.5,-0.21106048,-20.7748784,-42.66500794,-50.55235008,-43.36901741,114.648256,1010482100,2021-05-22T04:20:03.000Z
,,,,,,,1684,Qtum,QTUM,qtum,193,2017-05-24T00:00:00.000Z,platform,smart-contracts,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,,,,107822406,98385356.73,103419160,,,,,,,83,2021-05-22T04:20:07.000Z,10.24889973,1042620134,-1.89929191,-21.78800741,-52.39041792,-32.62497086,50.80078201,46.49428909,1008341656,2021-05-22T04:20:07.000Z
,,,,,,,1567,Nano,NANO,nano,55,2017-03-06T00:00:00.000Z,pow,blake2b,medium-of-exchange,payments,,,,,,,,,,,,,,,,,,,,,,,,,,133248298,133248297.2,133248297.2,,,,,,,85,2021-05-22T04:20:08.000Z,7.196785932,143845099.7,-0.70654811,-18.78993126,-38.95837921,-17.13625741,47.92123903,1.46493359,958959470.8,2021-05-22T04:20:08.000Z
,,,,,,,3945,Harmony,ONE,harmony,35,2019-06-01T00:00:00.000Z,platform,enterprise-solutions,scaling,smart-contracts,binance-launchpad,binance-labs-portfolio,hashkey-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,12600000000,9507132552,13016029552,,,,,,,84,2021-05-22T04:20:08.000Z,0.1008114943,196004613.1,1.71337185,-16.77413562,-17.84486435,-10.78832821,-37.37655421,237.1711181,958428239.3,2021-05-22T04:20:08.000Z
,,,,,,,1042,Siacoin,SC,siacoin,51,2015-08-26T00:00:00.000Z,mineable,pow,blake2b,platform,distributed-computing,filesharing,storage,dragonfly-capital-portfolio,fenbushi-capital-portfolio,paradigm-xzy-screener,,,,,,,,,,,,,,,,,,,,,47823532992,47823532992,,,,,,,86,2021-05-22T04:20:02.000Z,0.01874736575,139385499.9,0.41557542,-14.17301931,-40.88687772,-54.1461855,-9.59731812,41.41821832,896565264.4,2021-05-22T04:20:02.000Z
,,,,,,,5617,UMA,UMA,uma,95,2020-05-25T00:00:00.000Z,defi,derivatives,oracles,dao,coinbase-ventures-portfolio,governance,synthetics,blockchain-capital-portfolio,dragonfly-capital-portfolio,placeholder-ventures-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,,,101172570,60550353.91,102483005.8,,1027,Ethereum,ETH,ethereum,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,88,2021-05-22T04:20:06.000Z,14.39490837,42581427.41,-1.97984361,-22.25262835,-46.30165081,-42.71508508,-39.47146032,-47.12165699,871616796.4,2021-05-22T04:20:06.000Z
,,,,,,,1727,Bancor,BNT,bancor,222,2017-06-18T00:00:00.000Z,marketplace,decentralized-exchange,defi,payments,amm,kinetic-capital,,,,,,,,,,,,,,,,,,,,,,,,,197518053.3,197518053.3,,1027,Ethereum,ETH,ethereum,0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,87,2021-05-22T04:19:09.000Z,4.396179053,203577369,-0.65652727,-17.09903789,-41.25720443,-34.02998975,-41.59855399,-21.68346481,868324728.5,2021-05-22T04:19:09.000Z
,,,,,,,3897,OKB,OKB,okb,60,2019-04-30T00:00:00.000Z,marketplace,centralized-exchange,discount-token,alameda-research-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,,60000000,300000000,,1027,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,90,2021-05-22T04:19:09.000Z,14.16654442,1360448077,2.34881933,-36.06383669,-58.44075204,-19.41574072,1.91090594,-7.85816651,849992665.3,2021-05-22T04:19:09.000Z
,,,,,,,3513,Fantom,FTM,fantom,51,2018-10-29T00:00:00.000Z,platform,enterprise-solutions,defi,research,scaling,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,3175000000,2545006273,2545006273,,,,,,,89,2021-05-22T04:20:06.000Z,0.3329309204,133728236.8,-2.01061924,-24.92571596,-53.14656704,-10.53150081,-16.17539294,29.82601928,847311280.8,2021-05-22T04:20:06.000Z
,,,,,,,1896,0x,ZRX,0x,232,2017-08-16T00:00:00.000Z,platform,decentralized-exchange,defi,dao,substrate,polkadot,polkadot-ecosystem,polychain-capital-portfolio,governance,blockchain-capital-portfolio,boostvc-portfolio,fabric-ventures-portfolio,kinetic-capital,placeholder-ventures-portfolio,pantera-capital-portfolio,,,,,,,,,,,,,,,1000000000,841675021.5,1000000000,,1027,Ethereum,ETH,ethereum,0xe41d2489571d322189246dafa5ebde1f4699f498,91,2021-05-22T04:19:11.000Z,0.9693095556,185830801.4,-0.70336913,-18.37672521,-42.2242699,-40.07884234,-32.32356198,-38.19679258,815843641,2021-05-22T04:19:11.000Z
,,,,,,,3783,Ankr,ANKR,ankr,60,2019-03-06T00:00:00.000Z,platform,enterprise-solutions,defi,filesharing,staking,substrate,binance-chain,polkadot-ecosystem,pantera-capital-portfolio,polygon-ecosystem,,,,,,,,,,,,,,,,,,,,10000000000,6996232711,10000000000,,1839,Binance Chain,BNB,binance-coin,ANKR-E97,92,2021-05-22T04:20:07.000Z,0.1151108266,180181914.6,-3.12495979,-11.24763584,-18.82125539,-20.86862982,57.94437717,309.492993,805342130.2,2021-05-22T04:20:07.000Z
,,,,,,,2499,SwissBorg,CHSB,swissborg,7,2018-02-02T00:00:00.000Z,asset-management,staking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,1000000000,,1027,Ethereum,ETH,ethereum,0xba9d4199fab4f26efe3551d490e3821486f135ba,93,2021-05-22T04:20:07.000Z,0.7681421222,13332440.02,-2.38834944,-14.61855337,-32.96343145,-32.9769102,-38.51697703,-7.89631412,768142122.2,2021-05-22T04:20:07.000Z
,,,,,,,2099,ICON,ICX,icon,65,2017-10-27T00:00:00.000Z,platform,enterprise-solutions,interoperability,kinetic-capital,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,628184103.9,800460000,,,,,,,94,2021-05-22T04:20:02.000Z,1.189062173,90943399.66,-1.12024756,-16.91057444,-43.89278737,-43.3725023,-36.74412293,-42.71546779,746949955.6,2021-05-22T04:20:02.000Z
,,,,,,,1808,OMG Network,OMG,omg,258,2017-07-14T00:00:00.000Z,medium-of-exchange,payments,state-channels,pantera-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,140245399,140245398.2,140245398.2,,,,,,,95,2021-05-22T04:19:09.000Z,5.265960364,488976738.5,-0.7316037,-24.2849445,-48.30382859,-30.88598527,-4.97869478,-17.2710413,738526708.3,2021-05-22T04:19:09.000Z
,,,,,,,8335,Mdex,MDX,mdex,25,2021-01-27T00:00:00.000Z,decentralized-exchange,defi,yield-farming,amm,binance-smart-chain,heco-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,397846386.3,1000000000,,,,,,,96,2021-05-22T04:20:03.000Z,1.804493893,156197701.6,-1.32100837,-16.53938051,-37.71878862,-42.66504088,-47.8825696,-69.13480669,717911374.4,2021-05-22T04:20:03.000Z
,,,,,,,2577,Ravencoin,RVN,ravencoin,79,2018-03-10T00:00:00.000Z,mineable,platform,crowdfunding,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000000,8822710000,8822710000,,,,,,,97,2021-05-22T04:20:05.000Z,0.0800395483,78186998.56,-0.25506273,-19.40475421,-42.00234621,-53.72063124,-60.37529734,-64.80859253,706165723.2,2021-05-22T04:20:05.000Z
,,,,,,,5567,Celo,CELO,celo,32,2020-05-22T00:00:00.000Z,pos,zero-knowledge-proofs,mobile,payments,smart-contracts,coinbase-ventures-portfolio,polychain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,,,,,,,,,,,,,,,,,,,,1000000000,225479897,1000000000,,,,,,,98,2021-05-22T04:20:06.000Z,2.991681957,53802101.49,-1.30566151,-26.64437446,-39.45195062,-46.69043843,-24.83945696,-41.34865697,674564139.5,2021-05-22T04:20:06.000Z
,,,,,,,2634,XinFin Network,XDC,xinfin-network,22,2018-04-12T00:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12267625479,37667625479,,,,,,,99,2021-05-22T04:20:07.000Z,0.05236805493,6952430.027,-3.09826151,-16.47587772,-34.29238359,-42.7484559,82.45313164,120.5333568,642431684.9,2021-05-22T04:20:07.000Z
,,,,,,,7064,BakeryToken,BAKE,bakerytoken,57,2020-09-15T00:00:00.000Z,collectibles-nfts,defi,binance-chain,amm,binance-smart-chain,dex,,,,,,,,,,,,,,,,,,,,,,,,277237400,188717930.4,277237400,,1839,Binance Smart Chain,BNB,binance-coin,0xE02dF9e3e622DeBdD69fb838bB799E3F168902c5,100,2021-05-22T04:19:11.000Z,3.412376135,241676939.7,-1.31607933,-28.23625545,-46.16728062,145.2560518,215.8942872,84.83475496,643976562,2021-05-22T04:19:11.000Z
